ID;Наименование;Описание;Фото;Производитель;Артикул;"Диаметр, мм";"Длина режущей части ножа, мм";"Общая длина, мм";"Диаметр хвостовика, мм";"Градус резки, °";"Количество зубьев, шт.";"Обрабатываемый материал";"Частота вращения, об/мин";Стоимость;Наличие
6767;"D=38.4x25.4x70 S=8 Набор фрез для сращивания ""Угол""ARDEN 336821/337821";;https://tooldirect.ru/upload/iblock/e69/e69738747700f926c54674d958c5d6f5.jpg;ARDEN;336821/337821;38.5;27.4;70;8;90;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";18000;6790.00;"от 20";"Фрезы для сращивания V образные"
5091;"D=10x10x45 S=8 ARDEN арт.209830 Фреза для обработки фасадов (МДФ, пластик, ЛДСП, дерево) радиусного типа (псевдофилёнка ) R5=5 Z=2";;https://tooldirect.ru/upload/iblock/431/431b00071ccf10ad868050088ca6aa5d.png;ARDEN;209830;10;10;45;8;;;;;1540.00;"ожидается поступление";"Фрезы радиусные псевдофилёнка"
4959;"D=12x50x104 S=12 ARDEN арт.110259B-50 Фреза (для работы с МДФ, ЛДСП, деревом, пластиком) пазовая прямой формы для фрезера ручного Z=3";;https://tooldirect.ru/upload/iblock/cde/cded97782a48b1d26fa951e1f4bfc27d.png;ARDEN;110259B-50;12;50;104;12;;3;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2210.00;"от 10 до 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2";"Фрезы прямые пазовые Z3"
4925;"D=12x50x82 S=8 ARDEN арт.110859 Фреза (обработка материалов: МДФ, ЛДСП, пластик, дерево) формы прямой типа падового для фрезера ручного";;https://tooldirect.ru/upload/iblock/29e/29e9e1e55e82dfbc4988c0773df4ffe7.jpg;ARDEN;110859;12;50;82;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1690.00;"от 3 до 5";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4958;"D=12x50x90 S=8 ARDEN арт.110859B-40 Фреза (обработка материалов: ЛДСП, МДФ, дерева, пластика) прямой формы пазовая для ручного фрезера Z=3";;https://tooldirect.ru/upload/iblock/d3f/d3fc67f616cd3df06aeb14205ceb1c09.png;ARDEN;110859B-40;12;50;90;8;;3;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2140.00;"от 10 до 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2";"Фрезы прямые пазовые Z3"
4853;"D=12x50x94 S=12 ARDEN арт.105238 Фреза (для обработки дерева, пластика, МДФ, ЛДСП) прямой формы пазовая для фрезера ручного с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/220/2203dc37964280ffe41b5a0f4ba6269d.png;ARDEN;105238;12;50;94;12;;;;;2710.00;"ожидается поступление";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
4926;"D=12x50x94 S=12 ARDEN арт.110259 Фреза (работа с деревом, МДФ, пластикоч, ЛДСП) пазового типа прямой формы для ручного фрезера";;https://tooldirect.ru/upload/iblock/153/153914958c5cba530e8328761e59a276.jpg;ARDEN;110259;12;50;94;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1690.00;"ожидается поступление";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4893;"D=12x50x94 S=12 ARDEN арт.110259A Фреза (подходящие материалы: МДФ, ЛДСП, дерево, пластик) прямой формы пазовая для ручного фрезера (наклонное лезвие 3&deg;)";;https://tooldirect.ru/upload/iblock/901/90127c03540d473e18b9372447194c92.png;ARDEN;110259A;12;50;94;12;;;;;1930.00;"ожидается поступление";"Фрезы прямые пазовые";"Фрезы прямые (идеальная верхняя кромка)"
4854;"D=12x70x114 S=12 ARDEN арт.105239-1 Фреза (для работ по дереву, МДФ, пластику, ЛДСП) прямая форма пазовый тип для ручного фрезера с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/8c3/8c37f1dca701562732819770207a5931.png;ARDEN;105239-1;12;70;114;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;3760.00;"ожидается поступление";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом";"Фрезы прямые пазовые Z2"
4927;"D=12x70x115 S=12 ARDEN арт.110259-1 Фреза (обработка дерева, МДФ, ЛДСП, пластика) форма прямая тип пазовый для ручного фрезера";;https://tooldirect.ru/upload/iblock/8fa/8fadc76342abf5ef71b37e11e9c9a282.jpg;ARDEN;110259-1;12;70;115;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Гипсокартон";12000;3680.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4992;"D=12x8x44 S=8 ARDEN арт.152805B Фреза (МДФ, дерево, пластик, ЛДСП)  кромочная (верхний подшипник) обгонного типа для ручного фрезера Z=2";;https://tooldirect.ru/upload/iblock/427/42725a0399067f65103a5e3defbec77e.jpg;ARDEN;152805B;12;8;44;8;;2;"МДФ,Фанера,Мягкая древесина,Текстолит,Ламинат,Твёрдая древесина,Пластик,Композит";;1480.00;"ожидается поступление";"Фрезы кромочные (обгонные)";"Фрезы обгонные с верхним подшипником"
4852;"D=12х50x94 S=8 ARDEN арт.105838 Фреза (подходящие материалы: МДФ, дерево, ЛДСП, пластик) прямой формы пазового типа для ручного фрезера с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/0c7/0c73e6a500971a725ed8606f70cdf268.png;ARDEN;105838;12;50;94;8;;;;;2710.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
5084;"D=14.3x12.7x48 S=8 ARDEN арт.206831 Фреза (подходящие материалы: дерево, МДФ, пластик, ЛДСП) ""хвост ласточки"" 14гр Z=2";;https://tooldirect.ru/upload/iblock/c0f/c0f0de9636540c114cc25bce7387c6ff.png;ARDEN;206831;14.3;12.7;48;8;14;;;;900.00;"до 2";"Фрезы ласточкин хвост";"Фрезы ласточкин хвост Z2"
5108;"D=14x10x50 d1=4 S=12 ARDEN арт.210210A Фреза для обработки фасадов (пластик, дерево, ЛДСП, МДФ) разновидности ""Гусёк"" R5.R2 Z=2";;https://tooldirect.ru/upload/iblock/89e/89ec42b92a6bfcdbfdeedad84601da25.png;ARDEN;210210A;14;10;50;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик";;1360.00;"от 20";"Фрезы профильные Гусёк"
5031;"D=14x12.7x45 S=8 ARDEN арт.200828 Фреза ( для работы с деревом, пластиком, МДФ, ЛДСП, композитными мптериалами) пазового типа c углом 90&ordm; (для фрезеров ручных и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/a74/a743b5d23d2755f801df8a0e5e21cc9d.png;ARDEN;200828;14;12.7;45;8;90;;;;1510.00;"от 20";"Фрезы фасочные V образные";"Фрезы V образные"
4928;"D=14x20x52 S=8 ARDEN арт.110861 Фреза (работа по дереву, ЛДСП, МДФ, пластику) прямая форма тип пазовый для фрезера ручного";;https://tooldirect.ru/upload/iblock/b6e/b6eeab11ea3167f6ab4c58c788263660.jpg;ARDEN;110861;14;20;52;8;;;;;1090.00;"от 3 до 5";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4856;"D=14x30x120 S=12 ARDEN арт.105243L Фреза (для работ с деревом, пластиком, МДФ, ЛДСП) прямой формы пазовая для фрезера ручного с врезным зубом Z2+1 (длинная серия)";;https://tooldirect.ru/upload/iblock/96d/96ddf9f75613d22106f8cc6998e859cb.png;ARDEN;105243L;14;30;120;12;;;;;2400.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
4929;"D=14x30x72 S=12 ARDEN арт.110265 Фреза (обработка дерева, ЛСДП, пластика, МДФ, ЛДСП) прямой формы пазового типа для фрезера  ручного";;https://tooldirect.ru/upload/iblock/d27/d2709af9205381b78712eb5fc55d3c89.jpg;ARDEN;110265;14;30;72;12;;;;;1400.00;"от 20";"Фрезы прямые пазовые Z2"
4857;"D=14x60x105 S=12 ARDEN арт.105246-2 Фреза (по дереву, МДФ, ЛДСП, пластикам) прямая пазовая для фрезера с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/dcd/dcd769d34a2098a27ffdadcf5bddbba6.png;ARDEN;105246-2;14;60;105;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;3320.00;"от 10 до 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
4930;"D=14x60x105 S=12 ARDEN арт.110265-2 Фреза (работа по материалам: МДФ, ЛДСП, пластик, дерево) формы прямой типа пазового для фрезера ручного";;https://tooldirect.ru/upload/iblock/123/123a0bb9f01aebadd3dfe9debe4aac7b.jpg;ARDEN;110265-2;14;60;105;12;;;;;2980.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4855;"D=14х30x90мм S=8 ARDEN арт.105845 Фреза (обрабатываемые материалы: дерево, МДФ, пластик, ЛДСП) прямой формы пазового типа для фрезера ручного с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/def/def618ed86999133354fff427e816f5b.png;ARDEN;105845;14;30;90;8;;;;;2510.00;"ожидается поступление";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
5675;"D=15.875 B=4.762 С=5мм ARDEN Подшипник для фрез по работе с деревом  706069";;https://tooldirect.ru/upload/iblock/5c4/5c4d44ccf8b28446c5d22586d4e71f02.png;ARDEN;706069;15.875;;;;;;;;330.00;"от 20";"Подшипники для фрез"
5676;"D=15.875 B=6.35 С=5мм ARDEN Подшипник для фрезы по работе с деревянным объектами  706071";;https://tooldirect.ru/upload/iblock/b02/b02aaf063b67ec2a479f98bca9020978.png;ARDEN;706071;15.875;;;;;;;;330.00;"от 20";"Подшипники для фрез"
5033;"D=15.88x12.7x45 S=8 ARDEN арт.200831 Фреза (обрабатываемые материалы: дерево, пластик, ЛДПС, МДФ, композитные материалы) пазового типа c углом 90&ordm; (для ручного фрезера и станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/f35/f355c3e666bdfda910c0c020310a6f4f.png;ARDEN;200831;15.88;12.7;45;8;90;2;"МДФ,Фанера,Мягкая древесина,Пеноблоки,Ламинат,Твёрдая древесина,Пластик,Композит";;1570.00;"от 20";"Фрезы фасочные V образные";"Фрезы V образные";"Фрезы для гипсокартона"
5015;"D=15.88x3.175x41 S=6 (подш. 12.7мм) ARDEN арт.180209-1 Фреза (работы по пластику, МДФ, ЛДСП, дереву) ""нижний паз""  (верхний подшипник) для фрезера ручного";;https://tooldirect.ru/upload/iblock/b0e/b0e8c4c2e5debfaa440d38d2abf47081.jpg;ARDEN;180209-1;16;3.175;41;6;;;;;1830.00;"от 20";"Фрезы кромочные (обгонные)";"Фрезы пазовые";"Фрезы &quot;Нижний паз&quot;"
5057;"D=15.8x13.06x65 S=8 ARDEN арт.223811 Фреза (обработка дерева, пластика, МДФ, ЛДСП, композитных материалов) с углом в 60&deg;  (для ручных фрезеров или станков с ЧПУ) Z=3";;https://tooldirect.ru/upload/iblock/d46/d4685e16d75f24a945131fdb6908a6b6.png;ARDEN;223811;15;13;65;8;60;;;;3280.00;"от 20";"Фрезы фасочные V образные";"Фрезы V образные";"Фрезы V образные Z3"
5034;"D=15.9x12.7x45 S=12 ARDEN арт.200231 Фреза (обработка дерева, пластика, МДФ, ЛДСП, композитных материалов) c углом 90&ordm; (для ЧПУ станков и фрезеров ручных) пазовая";;https://tooldirect.ru/upload/iblock/1a8/1a830c86bce91125ba7b134c02e77819.png;ARDEN;200231;16;12.7;58;12;90;2;"МДФ,Фанера,Мягкая древесина,Цветные металлы,Текстолит,Ламинат,Твёрдая древесина,Пластик,Композит,Алюминий";;1570.00;"от 20";"Фрезы фасочные V образные";"Фрезы V образные"
